date,cijena
2019-02-23 11:26:41,19
2019-12-30 08:52:59,14
2019-07-29 08:05:43,16
2019-04-22 00:04:51,10
2019-06-12 16:39:48,8
2019-02-28 15:42:18,18
2019-04-08 09:00:06,19
2019-01-18 08:29:41,7
2019-11-18 03:51:06,11
2019-05-15 17:36:06,20
2019-11-02 10:08:08,8
2019-06-17 12:34:36,4
2019-11-05 17:33:29,8
2019-10-25 12:32:05,15
2019-04-11 19:19:39,9
2019-07-04 02:33:04,5
2019-11-26 17:56:16,15
2019-01-24 19:25:51,10
2019-06-07 16:05:16,17
2019-08-29 06:00:00,8
2019-12-23 13:10:51,10
2019-07-17 09:50:23,7
2019-12-06 07:21:43,3
2019-08-22 14:42:57,8
2019-04-06 07:23:11,5
2019-04-06 08:11:08,15
2019-09-25 21:21:56,7
2019-12-11 19:58:09,6
2019-06-06 00:48:24,4
2019-09-20 03:03:08,17
2019-06-20 12:08:45,15
2019-02-08 19:26:49,16
2019-08-10 02:32:56,13
2019-09-24 20:31:19,14
2019-03-01 03:03:33,4
2019-02-16 23:47:09,20
2019-06-03 03:38:40,8
2019-01-22 13:05:27,16
2019-10-10 08:21:29,3
2019-05-14 23:36:53,17
2019-12-17 01:17:46,20
2019-03-28 11:34:57,14
2019-02-13 22:26:50,5
2019-06-05 18:54:36,11
2019-07-23 14:59:49,11
2019-08-26 22:08:27,16
2019-11-04 09:33:30,8
2019-08-08 07:46:33,6
2019-05-29 18:23:54,9
2019-01-21 04:11:25,16
2019-10-31 10:07:35,16
2019-10-30 02:18:31,16
2019-02-09 01:46:36,15
2019-04-12 15:16:09,13
2019-03-24 02:26:38,20
2019-09-30 10:40:18,20
2019-04-04 11:47:40,13
2019-10-18 12:39:07,3
2019-07-15 07:54:12,11
2019-09-04 10:36:20,16
2019-05-05 09:43:26,11
2019-11-23 19:00:31,19
2019-02-12 12:09:50,13
2019-04-11 16:19:53,16
2019-07-25 08:42:19,12
2019-02-18 04:40:36,8
2019-11-15 01:18:41,10
2019-08-18 19:12:27,13
2019-07-16 12:35:18,8
2019-01-20 21:08:39,19
2019-04-30 10:30:25,18
2019-12-14 14:12:30,7
2019-09-19 13:51:12,6
2019-11-13 06:01:56,12
2019-12-29 14:46:50,10
2019-05-02 16:15:02,11
2019-03-12 07:32:46,20
2019-01-11 18:01:29,5
2019-11-09 04:52:29,14
2019-05-01 22:50:24,18
2019-02-02 07:03:04,10
2019-07-08 12:17:57,3
2019-09-10 05:22:44,10
2019-03-04 02:10:25,5
2019-03-21 03:44:39,13
2019-09-20 17:53:06,5
2019-07-07 21:33:21,12
2019-10-16 23:33:29,19
2019-01-31 17:56:29,12
2019-08-22 09:54:32,14
2019-07-07 18:24:09,10
2019-11-01 20:45:39,12
2019-12-12 19:25:20,15
2019-02-07 10:36:59,9
2019-01-11 01:05:24,12
2019-01-05 04:32:34,14
2019-12-29 06:16:20,13
2019-05-01 06:44:40,19
2019-06-06 07:14:03,14
2019-03-30 06:34:17,4
2019-10-08 23:22:21,11
2019-09-03 18:56:29,17
2019-09-04 11:21:23,18
2019-09-05 17:37:19,3
2019-10-08 16:38:08,16
2019-11-02 12:23:43,9
2019-08-31 07:40:16,8
2019-10-09 16:51:11,20
2019-03-27 06:21:07,10
2019-03-28 09:45:56,17
2019-07-07 23:37:02,7
2019-04-14 08:15:59,5
2019-08-25 06:17:31,19
2019-08-25 02:54:00,8
2019-05-29 17:28:50,9
2019-10-26 04:42:12,15
2019-10-14 07:14:00,7
2019-01-26 14:24:55,15
2019-02-21 05:42:07,15
2019-05-24 11:42:32,9
2019-03-07 06:50:01,3
2019-01-24 23:45:40,7
2019-11-04 07:26:59,17
2019-03-29 18:06:07,7
2019-10-19 11:16:06,17
2019-12-27 01:33:14,17
2019-05-07 14:06:06,10
2019-04-06 19:49:30,19
2019-06-06 12:06:27,13
2019-05-03 23:43:20,12
2019-06-08 15:51:21,9
2019-01-25 08:44:53,4
2019-02-28 03:52:49,5
2019-04-21 06:53:16,10
2019-08-11 20:09:11,8
2019-07-13 20:20:30,17
2019-01-30 18:38:52,20
2019-05-09 15:58:47,13
2019-11-27 12:27:33,5
2019-09-22 18:00:48,17
2019-11-14 05:57:32,20
2019-11-25 21:49:06,5
2019-10-01 16:16:03,5
2019-04-14 09:40:57,12
2019-11-01 00:59:26,11
2019-05-02 15:26:44,4
2019-08-02 22:51:18,4
2019-09-03 10:21:04,9
2019-11-16 22:19:03,10
2019-04-04 05:15:01,19
2019-04-13 18:51:24,20
2019-06-14 18:27:21,9
2019-11-17 16:28:11,4
2019-12-27 03:25:00,7
2019-10-03 23:12:27,9
2019-10-20 13:14:26,4
2019-03-29 15:45:28,4
2019-04-10 05:07:33,9
2019-02-04 07:38:36,18
2019-03-27 18:04:25,13
2019-03-19 16:11:59,4
2019-01-16 14:38:51,15
2019-08-04 14:06:31,14
2019-05-19 11:23:09,6
2019-12-01 23:41:40,18
2019-04-04 13:43:09,11
2019-11-25 11:25:26,18
2019-01-19 12:09:09,3
2019-07-01 21:25:28,11
2019-03-20 13:34:57,13
2019-05-21 20:12:48,3
2019-04-22 06:48:20,16
2019-09-20 18:43:22,7
2019-11-01 09:58:32,17
2019-02-10 19:34:52,18
2019-05-27 10:34:43,4
2019-01-12 22:28:21,13
2019-03-12 00:16:33,9
2019-06-11 09:22:27,3
2019-12-27 06:16:49,4
2019-03-29 11:55:19,8
2019-12-28 06:24:58,7
2019-01-26 10:39:19,19
2019-07-15 05:39:49,16
2019-01-26 02:35:03,18
2019-10-18 16:03:04,16
2019-02-20 00:19:36,20
2019-11-01 03:00:26,7
2019-10-05 03:48:39,17
2019-06-22 09:54:38,18
2019-05-23 07:37:30,5
2019-01-05 17:55:15,8
2019-11-22 18:50:02,6
2019-02-08 12:26:06,12
2019-04-21 06:52:25,10
2019-10-08 09:01:41,20
2019-05-19 15:36:48,6
2019-02-27 11:05:08,8
2019-02-10 09:59:10,12
2019-02-25 14:16:50,17
2019-08-19 18:36:26,15
2019-10-06 04:18:20,7
2019-02-06 19:20:30,4
2019-11-12 04:09:43,19
2019-07-27 00:07:58,4
2019-07-30 05:48:16,5
2019-01-06 01:05:44,17
2019-06-17 16:03:31,8
2019-10-04 13:21:12,3
2019-08-27 01:11:17,4
2019-09-07 12:04:03,13
2019-02-23 04:10:49,11
2019-09-28 00:18:48,14
2019-10-18 21:55:04,16
2019-01-16 08:01:40,18
2019-10-15 02:14:17,7
2019-02-05 00:09:25,9
2019-10-31 01:38:33,11
2019-05-02 08:02:11,4
2019-04-29 11:10:19,19
2019-10-13 20:21:43,20
2019-12-26 13:06:34,11
2019-09-15 06:07:49,20
2019-05-16 10:12:48,20
2019-04-23 23:42:20,15
2019-01-28 01:52:05,13
2019-08-18 23:57:59,20
2019-12-14 17:45:58,6
2019-04-11 11:03:15,14
2019-09-15 09:23:11,9
2019-08-04 23:40:36,5
2019-12-17 07:24:59,7
2019-08-21 14:20:57,3
2019-08-08 15:23:17,14
2019-05-03 22:15:24,7
2019-02-13 06:59:51,20
2019-07-15 05:01:09,5
2019-09-01 04:18:04,20
2019-11-09 03:43:46,15
2019-04-27 20:42:19,4
2019-05-17 02:02:54,15
2019-08-31 14:08:19,19
2019-12-31 09:20:07,7
2019-02-14 19:01:23,17
2019-01-21 15:30:57,6
2019-12-24 19:18:41,3
2019-08-19 01:08:54,18
2019-01-27 22:10:01,12
2019-05-22 10:53:33,9
2019-01-16 02:49:38,7
2019-08-23 03:43:45,4
2019-07-05 04:34:57,15
2019-03-20 21:33:42,16
2019-02-13 15:30:19,7
2019-02-12 10:45:17,9
2019-02-19 02:52:22,9
2019-03-22 01:28:18,17
2019-11-16 20:27:20,16
2019-04-11 01:20:28,6
2019-06-18 17:18:56,4
2019-08-31 16:01:07,3
2019-07-18 08:05:56,10
2019-05-09 09:27:15,10
2019-09-16 14:53:11,17
2019-02-07 10:29:01,4
2019-05-09 20:44:00,13
2019-12-13 00:15:42,17
2019-03-24 16:31:22,20
2019-06-16 10:21:41,14
2019-09-10 09:43:00,18
2019-04-12 07:11:14,8
2019-06-14 20:22:20,12
2019-03-03 06:06:17,12
2019-09-06 16:10:07,16
2019-04-21 14:18:16,17
2019-09-05 11:08:58,10
2019-08-08 13:00:39,19
2019-08-29 16:38:41,17
2019-12-26 06:27:47,18
2019-07-05 16:44:23,7
2019-05-28 17:56:19,19
2019-03-24 21:22:42,5
2019-01-23 00:57:19,5
2019-09-04 15:06:46,13
2019-05-20 12:17:15,15
2019-02-21 00:19:56,9
2019-11-19 00:01:16,6
2019-05-31 12:27:05,6
2019-01-02 03:01:00,16
2019-08-16 13:18:35,3
2019-01-01 23:11:22,14
2019-11-07 04:22:45,11
2019-05-24 08:14:16,19
2019-04-18 17:13:20,8
2019-07-17 08:11:50,11
2019-09-16 11:10:40,16
2019-02-28 21:57:41,17
2019-07-13 19:15:09,9
2019-05-03 21:19:45,5
2019-02-15 07:21:30,12
2019-10-07 01:03:59,3
2019-12-26 17:37:59,13
2019-12-03 07:24:11,9
2019-08-17 00:48:07,9
2019-04-03 14:00:32,11
2019-02-27 19:55:06,16
2019-05-28 23:48:42,12
2019-01-22 18:45:01,3
2019-05-08 02:04:10,11
2019-01-14 23:56:53,7
2019-01-28 00:07:55,14
2019-04-06 07:29:26,3
2019-10-19 07:14:40,16
2019-06-23 20:46:25,3
2019-10-28 08:34:12,10
2019-08-21 15:46:32,18
2019-10-17 03:12:01,4
2019-11-01 03:23:07,4
2019-06-06 03:20:18,12
2019-02-10 13:02:11,14
2019-04-10 02:22:30,10
2019-06-09 09:19:31,14
2019-04-15 11:29:06,5
2019-11-03 18:00:27,18
2019-12-04 16:31:49,7
2019-11-26 05:33:05,3
2019-04-16 04:25:17,10
2019-08-07 18:46:54,5
2019-06-09 13:25:43,8
2019-01-07 10:20:56,5
2019-02-09 18:46:19,3
2019-07-04 17:32:23,6
2019-03-06 16:29:20,18
2019-12-11 13:48:53,9
2019-01-28 21:07:54,11
2019-12-20 15:53:05,19
2019-11-28 17:26:26,15
2019-03-18 10:34:36,12
2019-08-27 11:09:11,11
2019-02-15 05:21:38,13
2019-07-24 19:38:47,17
2019-12-18 17:36:36,17
2019-09-09 21:11:15,19
2019-08-04 07:45:21,7
2019-09-14 02:27:05,16
2019-06-21 19:40:18,19
2019-05-14 13:20:35,16
2019-09-19 11:32:01,19
2019-12-11 07:51:44,14
2019-05-22 07:35:48,6
2019-08-12 22:19:54,13
2019-07-12 23:59:06,14
2019-09-24 07:58:21,5
2019-03-17 23:31:08,17
2019-12-03 20:46:19,18
2019-10-14 16:42:44,13
2019-03-10 20:14:05,11
2019-03-04 02:52:40,18
2019-12-19 12:39:22,16
2019-03-07 02:44:06,18
2019-03-18 18:33:37,20
2019-04-18 06:10:42,16
2019-11-24 23:18:57,20
2019-09-19 01:09:53,6
2019-05-06 09:00:15,13
2019-04-21 09:40:42,13
2019-10-09 10:50:34,15
2019-08-27 04:46:49,12
2019-12-07 00:46:57,11
2019-03-17 16:24:10,19
2019-12-27 06:01:01,11
2019-02-28 12:38:36,7
2019-05-06 11:34:40,11
2019-09-02 07:02:07,6
2019-05-25 19:29:02,12
2019-02-14 18:26:49,17
2019-09-23 00:45:33,4
2019-06-15 09:32:44,18
2019-01-23 03:03:20,18
2019-09-03 03:52:24,12
2019-02-02 22:20:31,16
2019-12-14 17:05:56,10
2019-01-24 09:34:36,19
2019-02-19 18:19:59,19
2019-01-06 00:33:29,16
2019-06-22 06:32:27,20
2019-06-29 05:46:43,17
2019-12-23 15:47:08,13
2019-12-18 20:41:38,12
2019-10-18 10:35:29,14
2019-10-31 02:47:45,13
2019-05-24 16:53:54,15
2019-02-20 19:40:21,5
2019-02-12 01:13:26,17
2019-06-15 19:29:59,17
2019-12-19 00:20:09,12
2019-08-29 02:29:15,11
2019-11-11 17:05:28,18
2019-11-06 11:55:44,9
2019-05-07 12:40:50,19
2019-03-15 16:03:04,20
2019-08-08 13:46:16,20
2019-12-21 23:16:28,3
2019-04-11 05:00:44,11
2019-03-01 00:12:36,13
2019-04-13 04:39:00,7
2019-06-17 21:49:05,6
2019-03-04 11:14:12,15
2019-11-27 04:19:03,4
2019-11-16 22:54:27,15
2019-10-15 04:24:37,14
2019-05-22 15:30:53,14
2019-08-22 06:15:54,19
2019-12-17 09:08:39,8
2019-07-02 07:27:02,8
2019-08-15 02:52:00,12
2019-03-30 11:17:29,4
2019-11-30 11:18:24,6
2019-03-02 12:28:16,16
2019-06-01 14:25:09,15
2019-09-23 05:02:50,7
2019-10-12 21:58:22,14
2019-10-01 14:06:31,7
2019-11-21 15:50:51,5
2019-04-03 02:07:34,18
2019-10-22 17:29:14,18
2019-09-25 04:43:55,14
2019-11-07 22:50:28,3
2019-01-27 10:38:05,20
2019-02-20 08:23:54,8
2019-07-01 04:34:37,19
2019-11-23 06:04:42,13
2019-02-07 20:34:33,3
2019-05-18 16:46:09,14
2019-01-27 12:43:45,12
2019-06-11 07:15:01,19
2019-08-30 22:38:02,4
2019-10-07 03:48:10,15
2019-04-02 02:58:03,7
2019-12-17 17:23:05,18
2019-08-19 01:10:12,14
2019-06-24 13:17:53,10
2019-02-27 13:26:07,13
2019-02-28 08:31:17,5
2019-07-19 07:38:27,20
2019-02-07 04:27:16,6
2019-01-03 07:09:28,6
2019-12-09 16:28:36,3
2019-08-08 04:22:59,18
2019-02-17 12:36:20,18
2019-12-01 05:22:13,5
2019-08-06 00:27:13,9
2019-11-20 23:20:53,17
2019-03-19 23:22:52,14
2019-04-12 17:50:59,11
2019-06-09 22:26:43,13
2019-07-06 11:40:53,6
2019-02-13 14:30:23,9
2019-04-02 07:06:25,19
2019-04-01 08:31:39,13
2019-10-28 01:30:44,18
2019-10-18 12:40:49,20
2019-02-10 18:33:20,18
2019-07-05 02:32:19,11
2019-04-08 10:49:20,6
2019-10-07 18:38:59,15
2019-10-25 17:15:30,4
2019-07-08 08:30:20,8
2019-11-16 13:20:01,19
2019-10-29 01:35:54,10
2019-07-31 05:18:44,18
2019-08-29 19:52:33,4
2019-01-29 20:34:46,18
2019-11-07 01:55:04,20
2019-12-21 15:58:09,8
2019-01-28 22:40:06,19
2019-07-29 04:32:19,6
2019-01-25 17:09:22,9
2019-05-02 06:36:35,18
2019-12-14 22:33:46,10
2019-09-02 06:04:11,7
2019-12-04 12:37:09,12
2019-07-26 16:10:46,7
2019-12-09 09:58:33,20
2019-11-16 14:01:14,7
2019-02-15 23:21:03,19
2019-05-02 20:44:52,18
2019-04-09 20:32:17,18
2019-10-03 20:02:28,13
2019-09-22 04:11:23,18
2019-08-26 08:47:18,12
2019-06-24 23:56:26,6
2019-11-03 03:00:46,15
2019-05-18 16:02:38,9
2019-01-31 17:31:50,10
2019-05-27 12:23:51,4
2019-05-26 02:58:44,18
2019-06-02 23:13:50,5
2019-02-05 10:33:42,16
2019-09-03 19:01:31,5
2019-08-10 04:56:51,4
2019-01-15 17:25:49,11
2019-01-06 04:51:46,4
2019-03-13 16:31:07,9
2019-05-25 11:48:37,17
2019-08-15 04:20:07,8
2019-02-06 08:59:11,11
2019-10-17 04:39:59,18
2019-08-12 03:19:24,17
2019-08-23 13:06:47,12
2019-04-16 07:11:56,19
2019-08-28 01:32:37,8
2019-04-15 15:24:34,5
2019-01-18 03:59:18,10
2019-02-21 22:09:13,18
2019-05-08 19:41:15,10
2019-11-25 20:32:52,4
2019-05-21 11:42:08,16
2019-09-28 12:21:50,18
2019-03-02 22:06:23,13
2019-03-17 02:12:32,5
2019-04-08 15:31:40,9
2019-09-13 19:36:02,6
2019-10-03 04:20:13,14
2019-08-31 17:41:37,3
2019-02-01 22:03:46,14
2019-07-10 06:09:10,12
2019-11-30 01:12:23,12
2019-05-11 00:04:16,13
2019-07-13 20:12:58,11
2019-02-21 13:28:25,14
2019-10-13 04:44:52,14
2019-10-29 14:31:59,18
2019-12-01 10:27:44,5
2019-05-21 21:26:15,16
2019-12-24 13:33:15,8
2019-12-26 07:39:37,7
2019-02-20 09:53:32,7
2019-09-03 08:14:08,12
2019-10-24 19:10:26,18
2019-10-25 08:57:22,18
2019-08-09 08:16:56,5
2019-10-29 13:03:08,11
2019-05-27 13:17:10,9
2019-05-01 14:42:18,16
2019-11-16 19:06:07,7
2019-04-22 12:20:45,10
2019-10-17 13:05:07,10
2019-04-30 05:38:35,14
2019-02-22 14:30:46,20
2019-04-23 07:54:26,3
2019-06-24 17:48:46,17
2019-10-03 03:34:48,17
2019-09-09 13:11:55,4
2019-08-17 16:56:12,8
2019-02-22 12:38:04,19
2019-02-13 22:52:19,18
2019-05-10 00:59:16,17
2019-09-06 04:39:11,5
2019-11-02 04:27:30,12
2019-02-07 21:45:58,12
2019-03-10 00:51:27,18
2019-07-31 17:07:29,11
2019-09-09 10:32:59,20
2019-08-25 17:56:11,6
2019-12-22 02:28:59,4
2019-05-23 20:24:09,7
2019-08-17 19:07:45,7
2019-11-21 01:05:50,15
2019-03-09 03:10:09,12
2019-08-17 20:13:25,7
2019-04-30 22:41:08,18
2019-05-14 13:07:00,19
2019-09-13 02:44:28,8
2019-06-10 16:12:01,17
2019-01-01 13:58:55,3
2019-09-19 01:05:22,19
2019-08-23 04:05:54,9
2019-03-31 21:53:06,18
2019-12-22 15:55:57,11
2019-02-20 16:48:17,4
2019-05-20 18:11:27,4
2019-08-05 06:54:54,9
2019-09-20 03:06:30,19
2019-12-09 10:52:33,18
2019-03-22 03:36:31,9
2019-04-10 00:27:44,10
2019-02-20 13:46:30,13
2019-08-07 07:46:29,17
2019-08-31 08:19:03,19
2019-06-23 01:32:40,16
2019-02-04 15:23:29,11
2019-07-29 03:32:10,11
2019-12-08 11:05:25,14
2019-07-12 11:57:26,15
2019-09-25 03:05:47,13
2019-08-01 11:44:40,15
2019-08-25 06:08:39,18
2019-07-17 18:18:06,17
2019-12-29 13:33:41,20
2019-12-03 18:03:55,14
2019-09-11 12:22:42,20
2019-06-21 06:12:34,13
2019-02-10 08:21:58,7
2019-01-31 10:58:07,10
2019-09-07 12:33:13,17
2019-07-20 11:57:38,11
2019-07-12 18:38:10,10
2019-03-19 06:00:45,15
2019-11-04 11:41:01,4
2019-12-01 03:12:51,13
2019-02-22 00:26:27,6
2019-01-24 00:23:10,17
2019-08-25 04:57:20,4
2019-10-19 07:53:29,8
2019-10-27 13:01:46,13
2019-08-18 09:04:43,5
2019-06-20 14:43:42,4
2019-05-02 08:13:00,9
2019-09-20 23:43:44,5
2019-11-30 14:27:51,8
2019-07-12 00:20:54,9
2019-07-28 23:56:46,5
2019-10-03 11:08:49,12
2019-07-14 20:11:33,14
2019-11-18 08:54:44,11
2019-02-01 16:10:53,18
2019-10-22 03:58:20,19
2019-06-15 07:03:07,8
2019-04-01 19:30:54,6
2019-01-11 07:11:55,6
2019-12-02 21:16:40,11
2019-11-15 05:32:03,19
2019-06-22 03:06:17,11
2019-12-28 04:23:17,20
2019-03-15 12:17:37,9
2019-11-25 21:50:50,7
2019-02-21 08:21:24,12
2019-02-17 13:07:05,5
2019-03-25 04:33:08,18
2019-02-28 20:46:18,16
2019-10-12 02:29:41,7
2019-11-17 12:14:04,17
2019-02-14 21:52:34,9
2019-04-14 19:15:25,13
2019-11-16 03:58:52,16
2019-10-24 09:05:00,20
2019-02-17 16:18:41,5
2019-01-08 14:36:17,19
2019-06-22 02:08:45,9
2019-04-20 23:02:20,4
2019-05-23 10:34:46,15
2019-02-20 19:15:11,5
2019-01-03 10:25:45,8
2019-02-18 05:53:23,9
2019-07-30 20:07:29,16
2019-05-14 13:39:21,10
2019-02-02 03:44:57,3
2019-04-25 19:46:08,18
2019-10-24 03:26:56,8
2019-12-20 23:49:55,10
2019-12-01 04:50:16,16
2019-12-09 03:20:45,12
2019-11-03 18:11:20,19
2019-07-02 12:04:52,9
2019-11-29 08:42:15,4
2019-04-24 11:23:36,9
2019-04-28 00:36:34,10
2019-07-12 01:18:20,5
2019-03-21 19:59:39,16
2019-11-15 15:09:00,6
2019-05-22 14:28:05,20
2019-04-05 07:54:07,5
2019-04-25 00:31:20,6
2019-03-25 02:41:15,17
2019-04-10 04:20:47,11
2019-03-06 19:46:33,11
2019-12-10 05:17:09,20
2019-01-14 05:52:23,20
2019-11-15 01:58:52,4
2019-04-18 19:43:27,6
2019-08-24 05:59:41,3
2019-06-18 21:06:09,16
2019-11-19 06:39:13,20
2019-02-06 21:54:56,15
2019-11-19 21:56:04,16
2019-12-12 10:20:57,6
2019-05-19 14:47:00,13
2019-08-30 23:30:03,7
